	AD7	AG1	AG2	AG3	AG4	AG6	AG5	AD9	AG7	Emag1	Emag3	Prin1	Prin2	Prin3	Prin4	Eusp1	Eusp2	Eusp3	Eusp4	Emag4	Emag5	Emag6	Hya1	Hya2	Hya3	Hya4	Hya7	Hya5	Ischy1	Ischy2	Ischy3	Halice1	Halice2	Halice3	Halice4	Halice5	Hgigas1	Hgigas3	Hgigas4	Hgigas5	Hgigas6	Hgigas7	Hgigas8	Hgigas9	Hya6	SYA	SYB	SYC	AD10	KA10	KA11	KA12	KA13	KA14	KA2	KA3	KA4	KA5	KA6	KA8	KA9	W10500-1	W10500-2	W10400-1	W10400-2	W10400-4	W10500-3	W10500-4	W10400-5	W10400-6	W9600-1	W9600-2	W4000-1	W4000-2	W4000-3	W4000-4	W9600-3	W4000-5	W9600-6	3KL	3KS	5KL	5KS	7KL	7KS	Hya8	Hya9	XM1	XM10	XM12.1	XM12.2	XM2	XM4	XM5	XM6	XM7	XM9	SRR5757138	SRR5757139	SRR5757140	SRR5757145	SRR5757146	SRR5757147	SRR5757148	SRR5757149	SRR5757154	SRR5757155	SRR5757156	SRR5757157	SRR5757158	SRR5757159	SRR5757160	SRR5757161	SRR11095128	SRR11095139	SRR11095150	SRR11095161	SRR11095162
W10400-2	0.871618015	0.880697372	0.940220048	0.879273883	0.869908582	0.865714539	0.904615236	0.859063256	0.86838076	0.864885838	0.872596952	0.927293636	0.898929947	0.891796512	0.877176063	0.848334619	0.869918558	0.85270098	0.863609363	0.876347031	0.895759446	0.873170441	0.853381132	0.846613339	0.836581802	0.846390684	0.856417364	0.830021787	0.852712915	0.838946741	0.844760246	0.913514274	0.899949741	0.915064056	0.908348191	0.913379506	0.928011599	0.915501041	0.907252845	0.91740394	0.949509457	0.91609295	0.950725472	0.923846974	0.860838341	0.90461262	0.85635631	0.882811633	0.836408188	0.863393154	0.886261091	0.88837556	0.862969164	0.844760814	0.810395176	0.870764693	0.814597785	0.869382301	0.833323583	0.851512301	0.882362128	0.385607181	0.546051613	0.368121174	0	0.531201567	0.512143442	0.494441144	0.527401689	0.465855521	0.514829188	0.551148534	0.578466856	0.614725243	0.620131908	0.630291285	0.519858964	0.668205439	0.538461346	0.720039018	0.727483924	0.710687463	0.735789899	0.724154954	0.732779167	0.844305571	0.844165917	0.821111537	0.861340991	0.830614349	0.845927743	0.839644584	0.826381351	0.852841576	0.821196632	0.875980781	0.852919473	0.825866574	0.870281739	0.85750779	0.845604416	0.82958777	0.870402714	0.849247108	0.857057355	0.848542388	0.856947135	0.816383111	0.807830497	0.856955618	0.864792111	0.818170807	0.820829795	0.897002767	0.940669928	0.868949778	0.883972484	0.875779995
W10400-4	0.886790695	0.87078324	0.948369961	0.883226259	0.87298633	0.859999111	0.88639931	0.870594384	0.891856724	0.862316588	0.890563989	0.936652207	0.916631656	0.907897004	0.886125017	0.846214282	0.874718733	0.861369311	0.868210303	0.888635504	0.886962843	0.872457239	0.850507724	0.832448605	0.835069334	0.841867645	0.849532814	0.819236068	0.865777791	0.872042201	0.857207839	0.922947755	0.917144877	0.933876711	0.918954416	0.928136367	0.919480526	0.935461109	0.898837056	0.937219017	0.961214309	0.928797042	0.959366137	0.937212566	0.85627232	0.884181019	0.834254932	0.870561763	0.842824706	0.862060579	0.886974051	0.896729704	0.874352937	0.848310098	0.800793758	0.884229836	0.808552365	0.876335782	0.834657004	0.864110088	0.879480932	0.527592522	0.584445769	0.490365903	0.531201567	0	0.4416143	0.385476655	0.218910786	0.397446619	0.58091851	0.632841562	0.661101917	0.701385611	0.692905165	0.682446611	0.597368701	0.725022312	0.618416684	0.735743831	0.751749327	0.733484414	0.731969124	0.741050523	0.741918541	0.840908627	0.845369999	0.851161154	0.887209446	0.860166684	0.877629095	0.865062533	0.867093277	0.868788753	0.843279657	0.891455836	0.871246634	0.840800557	0.877603962	0.85807089	0.861586186	0.831836304	0.876637345	0.855905893	0.860211434	0.864558468	0.864617732	0.84200946	0.8256695	0.862768553	0.878353281	0.812169521	0.845430839	0.8847443	0.942214309	0.864753454	0.880216073	0.871817134
W10500-3	0.880771899	0.875208204	0.955136679	0.888985165	0.877588947	0.859501139	0.879146018	0.858452555	0.88443425	0.863151463	0.886876415	0.937914834	0.909277969	0.907891743	0.880185852	0.843578264	0.864153245	0.847657097	0.858454703	0.87682093	0.879969456	0.864568941	0.835086661	0.827043867	0.82252648	0.829006545	0.849679738	0.813865535	0.856817726	0.856025994	0.839559824	0.915214807	0.900161555	0.92470737	0.901866047	0.930261055	0.91079486	0.927975686	0.888422139	0.929811041	0.955003937	0.920740416	0.956602203	0.936870226	0.844758087	0.878082571	0.834189836	0.863498499	0.838989767	0.862506147	0.885658568	0.8822595	0.87488748	0.840413731	0.799406929	0.872439402	0.805009714	0.876682852	0.824289293	0.851555066	0.890923328	0.521136783	0.558020245	0.548548645	0.512143442	0.4416143	0	0.401434823	0.499184083	0.362186744	0.602408785	0.568965872	0.655336606	0.619088795	0.63585215	0.673137636	0.571242258	0.734725291	0.563153008	0.722550339	0.735017508	0.715538409	0.73204422	0.735704591	0.753087053	0.836174791	0.830361208	0.823480287	0.858343827	0.844070811	0.863656933	0.832936472	0.834062938	0.844482132	0.810724119	0.8792258	0.863824714	0.832553042	0.875811449	0.86298735	0.863765643	0.837940599	0.871694218	0.86512309	0.869719255	0.861051233	0.869498143	0.847934709	0.810382791	0.861320028	0.876836985	0.810319778	0.835253554	0.898031128	0.944791683	0.868309929	0.891075667	0.893617099
W10500-4	0.878946066	0.890405122	0.956270521	0.885255849	0.895146685	0.865939263	0.901209538	0.865645297	0.89023585	0.872556726	0.89607585	0.942391747	0.922685735	0.907732843	0.894023316	0.844983501	0.874460547	0.855892583	0.860252534	0.896557836	0.895310331	0.880864327	0.836130936	0.830797619	0.825474272	0.849620804	0.847781483	0.820100754	0.853015977	0.841913976	0.833812414	0.925428299	0.918741448	0.944227234	0.913585559	0.940875743	0.926737351	0.942689041	0.906199537	0.944491717	0.969064418	0.936961785	0.967068319	0.951865183	0.849674392	0.873670595	0.810744938	0.848241208	0.840478969	0.859104346	0.887599051	0.887974797	0.875340147	0.850660166	0.804281551	0.875944796	0.819367722	0.873862313	0.830990004	0.857864948	0.888998082	0.383310691	0.559984907	0.488006348	0.494441144	0.385476655	0.401434823	0	0.402685928	0.421405864	0.547665916	0.622177761	0.64264312	0.658534437	0.635723566	0.667077753	0.591596267	0.714707091	0.617684704	0.711426145	0.73498308	0.726331412	0.720922467	0.74686959	0.73674814	0.83641777	0.843556957	0.835407253	0.867616231	0.839363919	0.866444286	0.839521325	0.844303276	0.843515722	0.82051954	0.881121879	0.862930076	0.844027422	0.878965907	0.87058103	0.863472662	0.84222526	0.875485432	0.869976273	0.864272336	0.859904211	0.873862083	0.849396406	0.810451356	0.860414149	0.881094192	0.811966919	0.848437792	0.878959369	0.935319094	0.849819374	0.870283211	0.861616174
W10400-5	0.885255698	0.879921565	0.94265943	0.88180808	0.870437684	0.862450617	0.897160457	0.871384582	0.879569497	0.866785768	0.876485464	0.929906941	0.910551662	0.897725751	0.880146324	0.855297391	0.887667387	0.870695566	0.871605662	0.89124576	0.891099431	0.87501499	0.862450706	0.846623219	0.845531668	0.861888238	0.865846926	0.831740824	0.881176835	0.883281149	0.877544698	0.910292509	0.912440597	0.929250108	0.906782871	0.923060836	0.933974916	0.929095858	0.912227063	0.930997355	0.957143544	0.921639221	0.954800872	0.930678309	0.872778415	0.898648068	0.850266804	0.884970479	0.855577095	0.871012569	0.891137181	0.900787605	0.881233456	0.84243694	0.803453821	0.885680543	0.816598868	0.878980503	0.847900524	0.85889671	0.884696414	0.544586936	0.604457495	0.465159826	0.527401689	0.218910786	0.499184083	0.402685928	0	0.421341115	0.629066151	0.664608684	0.676063257	0.712136514	0.70443084	0.703687992	0.617281296	0.721765043	0.638016203	0.729969887	0.756878622	0.729871825	0.730650712	0.738394925	0.737556528	0.850003582	0.860281735	0.848785368	0.877471774	0.855153097	0.876077093	0.859416913	0.857326796	0.862625108	0.830934547	0.880545512	0.85201583	0.846515256	0.8703344	0.861082666	0.855759456	0.834528779	0.877418605	0.864936199	0.866676816	0.864288504	0.862002086	0.838753167	0.828563493	0.868515074	0.872726084	0.810043159	0.84637451	0.895981722	0.945894484	0.878239052	0.889677113	0.879759362
W10400-6	0.878973146	0.890943037	0.954794655	0.891280559	0.881533871	0.882493184	0.909294089	0.868249761	0.893634606	0.88210503	0.889722842	0.931709031	0.91996087	0.904676403	0.887570741	0.861251277	0.884471783	0.873307959	0.882491274	0.898545003	0.907746609	0.895821274	0.850753429	0.846324407	0.852561224	0.852000024	0.861631079	0.83062118	0.867683832	0.85790172	0.856189762	0.919309013	0.912195596	0.934825473	0.907313158	0.933089386	0.941868952	0.937781006	0.924057593	0.939404909	0.961454976	0.931704076	0.963161264	0.939489837	0.853952072	0.913339118	0.868809812	0.893542012	0.847761827	0.862988113	0.889960377	0.887192529	0.867944997	0.847181129	0.822997557	0.877011705	0.830589151	0.872891623	0.831544557	0.845334567	0.892318721	0.567307542	0.628057183	0.516936669	0.465855521	0.397446619	0.362186744	0.421405864	0.421341115	0	0.598208398	0.598708813	0.66591671	0.63996286	0.66375482	0.658994068	0.557083763	0.716100911	0.576224551	0.73203076	0.739707367	0.725813873	0.752432852	0.73354706	0.741199497	0.856868245	0.854396796	0.826390919	0.855261519	0.83965565	0.866225323	0.833830531	0.829676879	0.85032458	0.819970818	0.870770466	0.867320292	0.836533613	0.866465032	0.856395779	0.853763027	0.843404981	0.871535445	0.856407921	0.861929335	0.846446711	0.858743704	0.84410926	0.812673516	0.857620227	0.869800275	0.820403903	0.825540801	0.894594226	0.942213918	0.875440714	0.895158977	0.888582594
W9600-1	0.882389785	0.898220592	0.971490607	0.906267355	0.902655651	0.896250675	0.922128515	0.883121188	0.921265003	0.881885978	0.903230418	0.945798006	0.930377098	0.921978843	0.899672726	0.853982162	0.87926527	0.874115705	0.880902655	0.911747417	0.915475895	0.909717365	0.84750609	0.837323357	0.847040306	0.847924256	0.849912636	0.827050365	0.853334503	0.859622455	0.855367676	0.928357028	0.921922175	0.940230435	0.918215666	0.944669852	0.932874914	0.947617103	0.922788425	0.945222266	0.96589866	0.943106273	0.970699115	0.949250932	0.859069877	0.915349898	0.872792899	0.905427516	0.850701403	0.849843925	0.896543781	0.891400979	0.872537277	0.866195882	0.840404131	0.875814606	0.838276848	0.87775813	0.835531669	0.86741703	0.890148009	0.464311419	0.62203456	0.463371877	0.514829188	0.58091851	0.602408785	0.547665916	0.629066151	0.598208398	0	0.425453355	0.528153929	0.611035599	0.621799203	0.516735668	0.46167796	0.623660718	0.474000462	0.735385579	0.747012958	0.719200177	0.753322862	0.730549672	0.722106039	0.855689379	0.853819333	0.856073535	0.878400078	0.855309454	0.887972126	0.858672915	0.861252369	0.855149879	0.845452841	0.894048567	0.88914237	0.825885454	0.857596608	0.850103849	0.839261598	0.831318084	0.853295726	0.844671267	0.833531797	0.819215164	0.848808921	0.826486297	0.788800944	0.834021465	0.858730331	0.81215724	0.824484369	0.86200274	0.92546652	0.851833351	0.863180655	0.854648884
W9600-2	0.861399326	0.875926096	0.956973078	0.884545412	0.878475217	0.869220887	0.906385062	0.855425719	0.890699492	0.862993432	0.871730938	0.933427066	0.911243714	0.902555581	0.877469707	0.834311957	0.861272037	0.854192536	0.86422477	0.901102555	0.905968779	0.896644251	0.83340991	0.826649518	0.828802282	0.83418284	0.831602568	0.822552705	0.853613489	0.856876852	0.850441873	0.918592467	0.904277211	0.926837281	0.90460585	0.926608398	0.920185829	0.933325857	0.908665601	0.93055894	0.957527728	0.92811304	0.965224063	0.938154782	0.842516728	0.902161748	0.860589947	0.891261276	0.819868455	0.842486	0.871965187	0.86380637	0.855030616	0.840346636	0.815629961	0.85026182	0.81665507	0.861158504	0.8147392	0.837786924	0.867789408	0.579157889	0.626530535	0.560081634	0.551148534	0.632841562	0.568965872	0.622177761	0.664608684	0.598708813	0.425453355	0	0.592872615	0.654875344	0.657968452	0.559023167	0.238882177	0.669702075	0.271190941	0.753728982	0.755712886	0.731634822	0.764694423	0.744551273	0.751361152	0.842125205	0.836854957	0.832072592	0.855508859	0.836568628	0.869163345	0.837916013	0.84522361	0.845989971	0.821966109	0.876271253	0.862436224	0.825714581	0.857434206	0.844537901	0.818428993	0.825577733	0.844063907	0.838931548	0.835168707	0.817143971	0.838054796	0.838063258	0.795488402	0.836560057	0.862432651	0.807812595	0.815301637	0.893053106	0.936095236	0.876409736	0.886351755	0.888124845
W4000-1	0.881332003	0.901322778	0.968767155	0.912214315	0.903234502	0.891765476	0.918006003	0.878024226	0.915582843	0.875798529	0.896203767	0.953202491	0.927011556	0.926787561	0.899209463	0.835552401	0.87263995	0.865054548	0.868376549	0.912227364	0.90793834	0.90265409	0.836512301	0.839665305	0.843287634	0.843622785	0.85995346	0.828474385	0.854699107	0.859841295	0.854125826	0.93588853	0.929492244	0.943951308	0.931035218	0.948656398	0.9332495	0.945251912	0.918061064	0.946626602	0.965094802	0.938710859	0.970016038	0.94694438	0.859269519	0.905663309	0.867033783	0.897600692	0.843213489	0.841358929	0.88724013	0.877886396	0.873157372	0.851533384	0.820515755	0.859340254	0.822840654	0.860224589	0.824404442	0.865905985	0.879372326	0.592438942	0.662839603	0.602071489	0.578466856	0.661101917	0.655336606	0.64264312	0.676063257	0.66591671	0.528153929	0.592872615	0	0.622009038	0.615764602	0.319443567	0.585864242	0.565222131	0.620507553	0.720592838	0.722116901	0.710348702	0.720838016	0.726037415	0.73416208	0.844045114	0.845697719	0.845323435	0.86420263	0.839725392	0.884403277	0.860236757	0.85774508	0.846215633	0.842442149	0.890452121	0.871323309	0.810430944	0.853324263	0.842746178	0.855843468	0.817570603	0.846751342	0.830889181	0.831360226	0.840601954	0.839331192	0.815383637	0.791154237	0.839530031	0.855549083	0.813433892	0.8163116	0.851669785	0.915952479	0.839213241	0.849666123	0.842788206
W4000-2	0.893571866	0.887823358	0.96074794	0.90222521	0.894808585	0.876119077	0.899620444	0.868562565	0.89959579	0.869012644	0.898455529	0.945348746	0.915161633	0.912572629	0.898244806	0.860337904	0.870433419	0.857426125	0.851452471	0.898058049	0.885887568	0.879734522	0.85914366	0.868328663	0.862086161	0.869301307	0.853712509	0.849339418	0.846186561	0.843812527	0.83658454	0.923106794	0.912071008	0.93269069	0.921604027	0.938142882	0.91758096	0.932711957	0.898078034	0.933610843	0.958908619	0.926377762	0.962148973	0.940763571	0.838254417	0.889142365	0.858531214	0.881729609	0.878608449	0.86662345	0.890094248	0.883521919	0.875312656	0.853774275	0.864454756	0.881842968	0.839103618	0.885106169	0.850395088	0.825060989	0.891754958	0.658778579	0.686525518	0.671862461	0.614725243	0.701385611	0.619088795	0.658534437	0.712136514	0.63996286	0.611035599	0.654875344	0.622009038	0	0.242383412	0.603814617	0.643239191	0.731257171	0.645032824	0.781710536	0.792536182	0.774178903	0.777992421	0.780647876	0.782060424	0.843642569	0.843420668	0.826198893	0.840380925	0.856546686	0.876022851	0.837080389	0.848907138	0.829833996	0.849032443	0.857959311	0.899449712	0.851667898	0.880098848	0.87493407	0.855705204	0.862911919	0.873772073	0.87386274	0.862317793	0.863757767	0.880256899	0.864165182	0.836946598	0.863203121	0.891334459	0.847789981	0.852551774	0.91818256	0.952614708	0.901864153	0.914194706	0.903453876
W4000-3	0.898100384	0.905186619	0.968979345	0.910520593	0.909512967	0.894555057	0.910290556	0.88838885	0.918080755	0.882735089	0.91378749	0.957944178	0.929527712	0.92732681	0.911847081	0.846378047	0.881801606	0.871575234	0.868080151	0.905932135	0.897060357	0.889237258	0.85059138	0.861807329	0.849240185	0.855838089	0.857622836	0.841983071	0.846919749	0.840191537	0.834111013	0.93833285	0.926839949	0.948836966	0.93664706	0.952956523	0.934319914	0.948406446	0.916368302	0.950035374	0.972070405	0.942635336	0.970485445	0.956652013	0.842931957	0.899685249	0.866575367	0.890958297	0.868416679	0.857524945	0.899368415	0.887062538	0.885011801	0.841934716	0.849387885	0.874626764	0.824517887	0.878513305	0.837122398	0.835674751	0.898969799	0.645070793	0.687351794	0.65903649	0.620131908	0.692905165	0.63585215	0.635723566	0.70443084	0.66375482	0.621799203	0.657968452	0.615764602	0.242383412	0	0.57585165	0.621717191	0.726645443	0.64882014	0.780475488	0.793915099	0.768853362	0.772392497	0.789359533	0.791909707	0.83185979	0.832799524	0.837850614	0.849924762	0.846269798	0.889089999	0.850558049	0.860527248	0.836379807	0.841052119	0.866461766	0.88045073	0.859069194	0.888718076	0.883360151	0.863895408	0.871165391	0.885156512	0.883690574	0.874932742	0.870535474	0.891478593	0.879303967	0.847621121	0.87147569	0.896098651	0.862541289	0.85483992	0.907006252	0.946758424	0.888445732	0.90241111	0.89040864
W4000-4	0.873317935	0.913436162	0.973126556	0.906405942	0.917554872	0.900027404	0.931995462	0.881243634	0.924237932	0.887773816	0.906608675	0.948875267	0.936424827	0.927910936	0.907864774	0.842868286	0.870855416	0.872768531	0.876750013	0.920938406	0.928596761	0.924481012	0.840812246	0.850916695	0.859422094	0.843622044	0.847131007	0.838808183	0.862402954	0.868156901	0.864687652	0.937813161	0.933909842	0.948323321	0.931414802	0.951814558	0.941902112	0.953761651	0.933916809	0.951849441	0.969378339	0.948981993	0.975016089	0.955253538	0.849994328	0.923938861	0.895302557	0.921364213	0.85144044	0.838080967	0.893556493	0.879176031	0.874117745	0.85874005	0.84560359	0.846399627	0.839629025	0.864396213	0.818494966	0.866683463	0.884867047	0.641083334	0.705558659	0.603562478	0.630291285	0.682446611	0.673137636	0.667077753	0.703687992	0.658994068	0.516735668	0.559023167	0.319443567	0.603814617	0.57585165	0	0.524034806	0.53375582	0.598674032	0.729254405	0.703496194	0.698892879	0.722483313	0.730317372	0.730036635	0.848780753	0.846237835	0.8519849	0.85091469	0.852512352	0.890804108	0.858035469	0.859983853	0.835083147	0.852416223	0.866773655	0.887253746	0.781623473	0.812411247	0.817768396	0.8361671	0.802403049	0.818911081	0.80495423	0.826230563	0.821285331	0.805360428	0.819915998	0.751560863	0.826132002	0.822975929	0.790851623	0.76920308	0.853041459	0.908248058	0.857543386	0.856659465	0.841569848
W9600-3	0.849294332	0.882178712	0.95877703	0.887411189	0.884703916	0.869828163	0.910193665	0.842173041	0.890552657	0.850398271	0.871596549	0.928977457	0.911769608	0.898896805	0.876957316	0.823907582	0.85006803	0.843774632	0.852502868	0.896849388	0.90786578	0.901269366	0.825652759	0.832833445	0.835481607	0.829138157	0.826493267	0.81979926	0.844205162	0.842890175	0.842515599	0.914351359	0.904771995	0.926559677	0.900461936	0.926237789	0.920561279	0.933103541	0.90949085	0.930546164	0.956482091	0.928081925	0.963834069	0.937852272	0.829787743	0.905710617	0.865420975	0.895242536	0.813424842	0.822088918	0.859386021	0.851144025	0.842082334	0.829345008	0.812837594	0.838848531	0.806859208	0.840968897	0.80660546	0.833225394	0.849812094	0.547975665	0.654125049	0.529737846	0.519858964	0.597368701	0.571242258	0.591596267	0.617281296	0.557083763	0.46167796	0.238882177	0.585864242	0.643239191	0.621717191	0.524034806	0	0.636952369	0.267950042	0.756424065	0.757773303	0.725560229	0.772295967	0.728565043	0.739762162	0.829743543	0.826494673	0.815241056	0.840917192	0.823643228	0.865272151	0.823415974	0.835438178	0.827432639	0.816946121	0.861367608	0.855402906	0.812273545	0.834579811	0.826781964	0.79786302	0.81337021	0.827735895	0.824651867	0.813138134	0.801228263	0.817187779	0.817114541	0.772042791	0.819567044	0.840153863	0.793733145	0.792864624	0.884122926	0.929546569	0.874470315	0.883345129	0.870811642
W4000-5	0.842512763	0.904481933	0.960002474	0.875147555	0.894471352	0.886329445	0.939372627	0.855411297	0.89995702	0.876357247	0.8620192	0.935812723	0.920905056	0.903016009	0.884109617	0.823212333	0.871753616	0.869668934	0.868083338	0.915362235	0.934535089	0.923678431	0.865795919	0.875668375	0.872706419	0.879248652	0.877068113	0.860623219	0.871304823	0.880801938	0.886974736	0.928251583	0.912333457	0.935906085	0.910931157	0.93442379	0.946684902	0.939737247	0.93888214	0.937302281	0.9650765	0.93527147	0.970991876	0.940607058	0.870557526	0.929043602	0.887310924	0.920989291	0.821428703	0.814493374	0.853661651	0.842481807	0.826928905	0.815757721	0.830419102	0.818225776	0.821660405	0.829430269	0.80380151	0.863910508	0.838463551	0.668932461	0.793734894	0.657660386	0.668205439	0.725022312	0.734725291	0.714707091	0.721765043	0.716100911	0.623660718	0.669702075	0.565222131	0.731257171	0.726645443	0.53375582	0.636952369	0	0.679602938	0.775114473	0.744554515	0.75876624	0.783016852	0.77365104	0.773992808	0.845341102	0.853221826	0.829611466	0.85032776	0.817260968	0.846518455	0.843110138	0.834872387	0.836003225	0.832562896	0.851259805	0.858377418	0.796260891	0.815694836	0.817989831	0.842641263	0.795311794	0.808838602	0.80253952	0.834428923	0.833801122	0.806357244	0.789123514	0.779060547	0.839849825	0.830124344	0.763335389	0.78504975	0.855390491	0.908534147	0.854998483	0.857881795	0.845087157
W9600-6	0.860213647	0.867960588	0.950471463	0.867501818	0.869395043	0.85283339	0.892739962	0.845254603	0.877769028	0.845609804	0.863890804	0.926991871	0.901873305	0.891498556	0.871377747	0.823705334	0.856340148	0.844185678	0.857334383	0.884274619	0.894864964	0.883862324	0.842896346	0.825427368	0.831627488	0.838776359	0.83644349	0.820194697	0.858298669	0.859510961	0.85209481	0.910702527	0.904180901	0.918001573	0.905558659	0.916500116	0.90930296	0.924347829	0.895803461	0.921246478	0.951800364	0.918256364	0.956432638	0.929649657	0.84506993	0.889419836	0.851118686	0.881378581	0.814943771	0.842429082	0.867501518	0.859568617	0.842757956	0.828805286	0.803277842	0.855857452	0.806523372	0.853462086	0.81568442	0.838674976	0.854350717	0.578493055	0.613230719	0.562499032	0.538461346	0.618416684	0.563153008	0.617684704	0.638016203	0.576224551	0.474000462	0.271190941	0.620507553	0.645032824	0.64882014	0.598674032	0.267950042	0.679602938	0	0.765281105	0.760350041	0.740654698	0.778229051	0.74274569	0.747343091	0.831058229	0.834638195	0.833217446	0.858890979	0.833277546	0.851340962	0.852070604	0.843661086	0.844381626	0.834120775	0.879591642	0.851931478	0.819114338	0.8533419	0.840094764	0.814501753	0.819832991	0.842982353	0.838884846	0.829952434	0.818630485	0.835700222	0.816173553	0.782021949	0.834869888	0.857807916	0.795331068	0.807994983	0.905397638	0.944187249	0.888612399	0.900417002	0.892317753
3KL	0.884995274	0.895191992	0.96265126	0.886761563	0.888722704	0.886830309	0.905098102	0.893632669	0.907734667	0.893408921	0.898446009	0.944417166	0.919536759	0.914057962	0.911714422	0.870085832	0.882975639	0.878962065	0.879987501	0.902189455	0.896696802	0.886486964	0.861066149	0.858370589	0.860516106	0.866992795	0.849190139	0.840114451	0.868792096	0.868436067	0.861000306	0.918291341	0.915223746	0.935683784	0.910432991	0.940999583	0.943328385	0.938518862	0.923141511	0.940433599	0.966671495	0.93150735	0.964343027	0.940730559	0.861108814	0.905451585	0.853912481	0.894939876	0.882420213	0.903096538	0.908825573	0.896929302	0.900834858	0.893163245	0.87717612	0.907211467	0.880548613	0.920067068	0.874546183	0.890246033	0.902231836	0.692928944	0.716402699	0.7021663	0.720039018	0.735743831	0.722550339	0.711426145	0.729969887	0.73203076	0.735385579	0.753728982	0.720592838	0.781710536	0.780475488	0.729254405	0.756424065	0.775114473	0.765281105	0	0.289243689	0.33074254	0.412931061	0.322823656	0.348565789	0.873405832	0.87536904	0.859031591	0.872514926	0.875498847	0.888171533	0.860900465	0.858829812	0.875391741	0.869433096	0.897671829	0.896729342	0.784658161	0.836699679	0.829464356	0.847110828	0.795374101	0.847311292	0.815788177	0.845960795	0.822017865	0.820853459	0.800177082	0.744292131	0.834468899	0.833518915	0.784658455	0.776818806	0.890661005	0.941791932	0.871367228	0.877393716	0.874888803
3KS	0.871139749	0.900013965	0.966005457	0.859036465	0.882272997	0.888010746	0.915449626	0.871946125	0.907130736	0.890036295	0.884873727	0.946644673	0.923997561	0.912391856	0.90458353	0.854654126	0.874940451	0.868134213	0.869521702	0.896471284	0.908993969	0.898318523	0.853161268	0.853952372	0.858169811	0.848834615	0.846311006	0.831815569	0.847518016	0.860834213	0.857990923	0.919544327	0.916760423	0.935314678	0.912587489	0.939931291	0.941893166	0.942604021	0.929626915	0.93939682	0.966747411	0.932109001	0.964793653	0.938588682	0.853505212	0.899739802	0.85047511	0.889716083	0.867478292	0.883710501	0.894616064	0.875172593	0.878855782	0.874358535	0.871478933	0.877727783	0.865889384	0.902897956	0.851764101	0.88809053	0.875175445	0.72410856	0.733281605	0.725061295	0.727483924	0.751749327	0.735017508	0.73498308	0.756878622	0.739707367	0.747012958	0.755712886	0.722116901	0.792536182	0.793915099	0.703496194	0.757773303	0.744554515	0.760350041	0.289243689	0	0.357626735	0.393618444	0.383697131	0.33626737	0.856663256	0.849342979	0.858102652	0.85486111	0.872393836	0.858617153	0.865013725	0.852168899	0.856636139	0.863273524	0.874398462	0.887804144	0.753711842	0.820093974	0.805561335	0.844602266	0.760514362	0.826429626	0.78859256	0.842333947	0.814218516	0.794405595	0.784286772	0.706439886	0.823734957	0.805639233	0.755916335	0.751175016	0.883614927	0.933528411	0.858694311	0.88056321	0.867226977
5KL	0.860119538	0.893765339	0.952298291	0.870396931	0.876236338	0.876719596	0.904480636	0.884964492	0.894839585	0.870100165	0.876136124	0.932863333	0.907748175	0.900148626	0.89106566	0.850843446	0.862908627	0.85543104	0.859656917	0.894640088	0.894171787	0.885565397	0.854655246	0.8554544	0.854416316	0.857723372	0.84026909	0.835843149	0.845624734	0.842495814	0.841430648	0.914486633	0.903124156	0.930100975	0.898522338	0.93503536	0.935714491	0.931405382	0.917410829	0.933092929	0.9572753	0.920169112	0.958109971	0.926580324	0.853988392	0.89867511	0.85736741	0.898714956	0.85761964	0.887241817	0.894930385	0.888156949	0.882729675	0.873357368	0.861968399	0.886254446	0.86180873	0.902351073	0.852327581	0.872133187	0.8865328	0.702977475	0.708414544	0.714881429	0.710687463	0.733484414	0.715538409	0.726331412	0.729871825	0.725813873	0.719200177	0.731634822	0.710348702	0.774178903	0.768853362	0.698892879	0.725560229	0.75876624	0.740654698	0.33074254	0.357626735	0	0.374889975	0.327729026	0.349171637	0.862137923	0.85866803	0.838481108	0.850530045	0.857944895	0.870751842	0.850946451	0.83671517	0.856135911	0.848691302	0.883380758	0.874217306	0.761668395	0.821668451	0.810248046	0.831087002	0.7657236	0.824750648	0.78943358	0.833145574	0.807414287	0.799996089	0.777041777	0.718243751	0.815576895	0.812632433	0.761266785	0.742218282	0.887417398	0.937372353	0.870767313	0.880382647	0.875638058
